project_name, site, date, time, filename,Acoustic_Diversity_Index_main_value,Acoustic_Evenness_Index_main_value,Normalized_Difference_Sound_Index_main_value,Spectral_Entropy_main_value,NB_peaks_main_value,
project a,site1,2025-04-30,18:23:28,1 copy.wav,2.008021979091079,0.38285787793029336,0.991149869224854,0.8854258905023674,4.0,
project a,site1,2025-04-30,18:23:28,1.wav,2.008021979091079,0.38285787793029336,0.991149869224854,0.8854258905023674,4.0,
project a,site1,2025-04-30,18:23:28,2.wav,1.7315922562172528,0.5682330571777807,0.6483881867806478,0.7979218025697391,0.0,
project a,site2,2025-04-30,18:23:28,1.wav,2.008021979091079,0.38285787793029336,0.991149869224854,0.8854258905023674,4.0,
project a,site2,2025-04-30,18:23:28,2.wav,1.7315922562172528,0.5682330571777807,0.6483881867806478,0.7979218025697391,0.0,
project a,site3,2025-04-30,18:23:28,1.wav,2.008021979091079,0.38285787793029336,0.991149869224854,0.8854258905023674,4.0,
project a,site3,2025-04-30,18:23:29,2.wav,1.7315922562172528,0.5682330571777807,0.6483881867806478,0.7979218025697391,0.0,
project a,site3,2025-04-30,18:23:29,3.wav,1.3470157477826443,0.6744344740965179,0.9689436394213333,0.5363025380691128,0.0,
